state,date,delta_confirmed,delta_deceased,delta_recovered,delta_vaccinated1,delta_vaccinated2,delta_tested,delta7_confirmed,delta7_deceased,delta7_recovered,delta7_vaccinated1,delta7_vaccinated2,delta7_tested,total_confirmed,total_deceased,total_recovered,total_vaccinated1,total_vaccinated2,total_tested
AN,26-03-2020,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
AN,27-03-2020,5,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0
AN,28-03-2020,3,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0
AN,29-03-2020,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0
AN,30-03-2020,1,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0
AN,31-03-2020,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0
AN,01-04-2020,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0
AN,02-04-2020,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0
AN,03-04-2020,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0
AN,04-04-2020,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
AN,05-04-2020,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
AN,06-04-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,07-04-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,08-04-2020,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
AN,09-04-2020,0,0,10,0,0,0,1,0,10,0,0,0,1,0,10,0,0,0
AN,10-04-2020,0,0,0,0,0,0,1,0,10,0,0,0,1,0,10,0,0,0
AN,11-04-2020,0,0,0,0,0,0,1,0,10,0,0,0,1,0,10,0,0,0
AN,12-04-2020,0,0,0,0,0,0,1,0,10,0,0,0,1,0,10,0,0,0
AN,13-04-2020,0,0,0,0,0,0,1,0,10,0,0,0,1,0,10,0,0,0
AN,14-04-2020,0,0,0,0,0,0,1,0,10,0,0,0,1,0,10,0,0,0
AN,15-04-2020,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0
AN,16-04-2020,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
AN,17-04-2020,1,0,0,0,0,1403,1,0,1,0,0,1403,1,0,1,0,0,1403
AN,18-04-2020,2,0,0,0,0,0,3,0,1,0,0,1403,3,0,1,0,0,1403
AN,19-04-2020,1,0,0,0,0,0,4,0,1,0,0,1403,4,0,1,0,0,1403
AN,20-04-2020,1,0,0,0,0,0,5,0,1,0,0,1403,5,0,1,0,0,1403
AN,21-04-2020,1,0,0,0,0,0,6,0,1,0,0,1403,6,0,1,0,0,1403
AN,22-04-2020,1,0,0,0,0,0,7,0,1,0,0,1403,7,0,1,0,0,1403
AN,23-04-2020,4,0,0,0,0,0,11,0,0,0,0,1403,11,0,0,0,0,1403
AN,24-04-2020,7,0,0,0,0,1276,17,0,0,0,0,1276,17,0,0,0,0,1276
AN,25-04-2020,4,0,0,0,0,0,19,0,0,0,0,1276,19,0,0,0,0,1276
AN,26-04-2020,0,0,0,0,0,0,18,0,0,0,0,1276,18,0,0,0,0,1276
AN,27-04-2020,0,0,0,0,0,169,17,0,0,0,0,1445,17,0,0,0,0,1445
AN,28-04-2020,0,0,4,0,0,0,16,0,4,0,0,1445,16,0,4,0,0,1445
AN,29-04-2020,0,0,0,0,0,0,15,0,4,0,0,1445,15,0,4,0,0,1445
AN,30-04-2020,0,0,1,0,0,0,11,0,5,0,0,1445,11,0,5,0,0,1445
AN,01-05-2020,0,0,0,0,0,906,4,0,5,0,0,1075,4,0,5,0,0,1075
AN,02-05-2020,0,0,10,0,0,0,0,0,15,0,0,1075,0,0,15,0,0,1075
AN,03-05-2020,0,0,6,0,0,0,0,0,21,0,0,1075,0,0,21,0,0,1075
AN,04-05-2020,0,0,0,0,0,0,0,0,21,0,0,906,0,0,21,0,0,906
AN,05-05-2020,0,0,0,0,0,0,0,0,17,0,0,906,0,0,17,0,0,906
AN,06-05-2020,0,0,0,0,0,0,0,0,17,0,0,906,0,0,17,0,0,906
AN,07-05-2020,0,0,1,0,0,0,0,0,17,0,0,906,0,0,17,0,0,906
AN,08-05-2020,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0
AN,09-05-2020,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0
AN,10-05-2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
AN,11-05-2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
AN,12-05-2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
AN,13-05-2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
AN,14-05-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,15-05-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,16-05-2020,0,0,0,0,0,2923,0,0,0,0,0,2923,0,0,0,0,0,2923
AN,17-05-2020,0,0,0,0,0,0,0,0,0,0,0,2923,0,0,0,0,0,2923
AN,18-05-2020,0,0,0,0,0,0,0,0,0,0,0,2923,0,0,0,0,0,2923
AN,19-05-2020,0,0,0,0,0,288,0,0,0,0,0,3211,0,0,0,0,0,3211
AN,20-05-2020,0,0,0,0,0,117,0,0,0,0,0,3328,0,0,0,0,0,3328
AN,21-05-2020,0,0,0,0,0,85,0,0,0,0,0,3413,0,0,0,0,0,3413
AN,22-05-2020,0,0,0,0,0,96,0,0,0,0,0,3509,0,0,0,0,0,3509
AN,23-05-2020,0,0,0,0,0,64,0,0,0,0,0,650,0,0,0,0,0,650
AN,24-05-2020,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,650
AN,25-05-2020,0,0,0,0,0,36,0,0,0,0,0,686,0,0,0,0,0,686
AN,26-05-2020,0,0,0,0,0,85,0,0,0,0,0,483,0,0,0,0,0,483
AN,27-05-2020,0,0,0,0,0,51,0,0,0,0,0,417,0,0,0,0,0,417
AN,28-05-2020,0,0,0,0,0,20,0,0,0,0,0,352,0,0,0,0,0,352
AN,29-05-2020,0,0,0,0,0,48,0,0,0,0,0,304,0,0,0,0,0,304
AN,30-05-2020,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,240
AN,31-05-2020,0,0,0,0,0,139,0,0,0,0,0,379,0,0,0,0,0,379
AN,01-06-2020,0,0,0,0,0,99,0,0,0,0,0,442,0,0,0,0,0,442
AN,02-06-2020,0,0,0,0,0,281,0,0,0,0,0,638,0,0,0,0,0,638
AN,03-06-2020,0,0,0,0,0,209,0,0,0,0,0,796,0,0,0,0,0,796
AN,04-06-2020,0,0,0,0,0,118,0,0,0,0,0,894,0,0,0,0,0,894
AN,05-06-2020,0,0,0,0,0,281,0,0,0,0,0,1127,0,0,0,0,0,1127
AN,06-06-2020,0,0,0,0,0,343,0,0,0,0,0,1470,0,0,0,0,0,1470
AN,07-06-2020,0,0,0,0,0,205,0,0,0,0,0,1536,0,0,0,0,0,1536
AN,08-06-2020,0,0,0,0,0,99,0,0,0,0,0,1536,0,0,0,0,0,1536
AN,09-06-2020,1,0,0,0,0,518,1,0,0,0,0,1773,1,0,0,0,0,1773
AN,10-06-2020,1,0,0,0,0,151,2,0,0,0,0,1715,2,0,0,0,0,1715
AN,11-06-2020,3,0,0,0,0,216,5,0,0,0,0,1813,5,0,0,0,0,1813
AN,12-06-2020,0,0,0,0,0,471,5,0,0,0,0,2003,5,0,0,0,0,2003
AN,13-06-2020,0,0,0,0,0,258,5,0,0,0,0,1918,5,0,0,0,0,1918
AN,14-06-2020,2,0,0,0,0,401,7,0,0,0,0,2114,7,0,0,0,0,2114
AN,15-06-2020,1,0,0,0,0,162,8,0,0,0,0,2177,8,0,0,0,0,2177
AN,16-06-2020,3,0,0,0,0,291,10,0,0,0,0,1950,10,0,0,0,0,1950
AN,17-06-2020,0,0,0,0,0,430,9,0,0,0,0,2229,9,0,0,0,0,2229
AN,18-06-2020,1,0,2,0,0,383,7,0,2,0,0,2396,7,0,2,0,0,2396
AN,19-06-2020,2,0,0,0,0,308,9,0,2,0,0,2233,9,0,2,0,0,2233
AN,20-06-2020,0,0,0,0,0,390,9,0,2,0,0,2365,9,0,2,0,0,2365
AN,21-06-2020,1,0,2,0,0,114,8,0,4,0,0,2078,8,0,4,0,0,2078
AN,22-06-2020,0,0,0,0,0,77,7,0,4,0,0,1993,7,0,4,0,0,1993
AN,23-06-2020,2,0,3,0,0,212,6,0,7,0,0,1914,6,0,7,0,0,1914
AN,24-06-2020,6,0,1,0,0,271,12,0,8,0,0,1755,12,0,8,0,0,1755
AN,25-06-2020,2,0,0,0,0,283,13,0,6,0,0,1655,13,0,6,0,0,1655
AN,26-06-2020,14,0,2,0,0,306,25,0,8,0,0,1653,25,0,8,0,0,1653
AN,27-06-2020,0,0,0,0,0,268,25,0,8,0,0,1531,25,0,8,0,0,1531
AN,28-06-2020,11,0,2,0,0,243,35,0,8,0,0,1660,35,0,8,0,0,1660
AN,29-06-2020,7,0,0,0,0,316,42,0,8,0,0,1899,42,0,8,0,0,1899
AN,30-06-2020,7,0,0,0,0,299,47,0,5,0,0,1986,47,0,5,0,0,1986
AN,01-07-2020,3,0,5,0,0,273,44,0,9,0,0,1988,44,0,9,0,0,1988
AN,02-07-2020,9,0,1,0,0,296,51,0,10,0,0,2001,51,0,10,0,0,2001
AN,03-07-2020,7,0,3,0,0,348,44,0,11,0,0,2043,44,0,11,0,0,2043
AN,04-07-2020,3,0,12,0,0,206,47,0,23,0,0,1981,47,0,23,0,0,1981
AN,05-07-2020,6,0,6,0,0,77,42,0,27,0,0,1815,42,0,27,0,0,1815
AN,06-07-2020,16,0,2,0,0,186,51,0,29,0,0,1685,51,0,29,0,0,1685
AN,07-07-2020,6,0,0,0,0,286,50,0,29,0,0,1672,50,0,29,0,0,1672
AN,08-07-2020,2,0,0,0,0,262,49,0,24,0,0,1661,49,0,24,0,0,1661
AN,09-07-2020,7,0,9,0,0,209,47,0,32,0,0,1574,47,0,32,0,0,1574
AN,10-07-2020,0,0,9,0,0,194,40,0,38,0,0,1420,40,0,38,0,0,1420
AN,11-07-2020,0,0,0,0,0,269,37,0,26,0,0,1483,37,0,26,0,0,1483
AN,12-07-2020,7,0,8,0,0,132,38,0,28,0,0,1538,38,0,28,0,0,1538
AN,13-07-2020,3,0,9,0,0,162,25,0,35,0,0,1514,25,0,35,0,0,1514
AN,14-07-2020,5,0,20,0,0,275,24,0,55,0,0,1503,24,0,55,0,0,1503
AN,15-07-2020,5,0,1,0,0,177,27,0,56,0,0,1418,27,0,56,0,0,1418
AN,16-07-2020,4,0,3,0,0,166,24,0,50,0,0,1375,24,0,50,0,0,1375
AN,17-07-2020,4,0,9,0,0,194,28,0,50,0,0,1375,28,0,50,0,0,1375
AN,18-07-2020,4,0,3,0,0,250,32,0,53,0,0,1356,32,0,53,0,0,1356
AN,19-07-2020,15,0,0,0,0,233,40,0,45,0,0,1457,40,0,45,0,0,1457
AN,20-07-2020,4,0,6,0,0,397,41,0,42,0,0,1692,41,0,42,0,0,1692
AN,21-07-2020,5,0,8,0,0,341,41,0,30,0,0,1758,41,0,30,0,0,1758
AN,22-07-2020,9,0,4,0,0,401,45,0,33,0,0,1982,45,0,33,0,0,1982
AN,23-07-2020,19,0,7,0,0,267,60,0,37,0,0,2083,60,0,37,0,0,2083
AN,24-07-2020,19,0,4,0,0,433,75,0,32,0,0,2322,75,0,32,0,0,2322
AN,25-07-2020,31,0,2,0,0,222,102,0,31,0,0,2294,102,0,31,0,0,2294
AN,26-07-2020,28,0,4,0,0,84,115,0,35,0,0,2145,115,0,35,0,0,2145
AN,27-07-2020,20,1,12,0,0,499,131,1,41,0,0,2247,131,1,41,0,0,2247
AN,28-07-2020,25,0,4,0,0,377,151,1,37,0,0,2283,151,1,37,0,0,2283
AN,29-07-2020,65,1,5,0,0,292,207,2,38,0,0,2174,207,2,38,0,0,2174
AN,30-07-2020,42,1,0,0,0,398,230,3,31,0,0,2305,230,3,31,0,0,2305
AN,31-07-2020,78,2,13,0,0,423,289,5,40,0,0,2295,289,5,40,0,0,2295
AN,01-08-2020,88,2,12,0,0,270,346,7,50,0,0,2343,346,7,50,0,0,2343
AN,02-08-2020,98,1,16,0,0,272,416,8,62,0,0,2531,416,8,62,0,0,2531
AN,03-08-2020,96,2,21,0,0,454,492,9,71,0,0,2486,492,9,71,0,0,2486
AN,04-08-2020,98,2,14,0,0,458,565,11,81,0,0,2567,565,11,81,0,0,2567
AN,05-08-2020,99,2,49,0,0,334,599,12,125,0,0,2609,599,12,125,0,0,2609
AN,06-08-2020,96,2,29,0,0,690,653,13,154,0,0,2901,653,13,154,0,0,2901
AN,07-08-2020,99,3,70,0,0,399,674,14,211,0,0,2877,674,14,211,0,0,2877
AN,08-08-2020,129,1,75,0,0,158,715,13,274,0,0,2765,715,13,274,0,0,2765
AN,09-08-2020,139,0,148,0,0,30,756,12,406,0,0,2523,756,12,406,0,0,2523
AN,10-08-2020,135,0,61,0,0,243,795,10,446,0,0,2312,795,10,446,0,0,2312
AN,11-08-2020,139,1,40,0,0,109,836,9,472,0,0,1963,836,9,472,0,0,1963
AN,12-08-2020,136,0,80,0,0,289,873,7,503,0,0,1918,873,7,503,0,0,1918
AN,13-08-2020,137,1,95,0,0,229,914,6,569,0,0,1457,914,6,569,0,0,1457
AN,14-08-2020,149,2,108,0,0,156,964,5,607,0,0,1214,964,5,607,0,0,1214
AN,15-08-2020,120,0,96,0,0,80,955,4,628,0,0,1136,955,4,628,0,0,1136
AN,16-08-2020,93,4,98,0,0,20,909,8,578,0,0,1126,909,8,578,0,0,1126
AN,17-08-2020,46,1,99,0,0,443,820,9,616,0,0,1326,820,9,616,0,0,1326
AN,18-08-2020,84,1,96,0,0,265,765,9,672,0,0,1482,765,9,672,0,0,1482
AN,19-08-2020,75,0,108,0,0,366,704,9,700,0,0,1559,704,9,700,0,0,1559
AN,20-08-2020,76,1,109,0,0,184,643,9,714,0,0,1514,643,9,714,0,0,1514
AN,21-08-2020,67,1,106,0,0,86,561,8,712,0,0,1444,561,8,712,0,0,1444
AN,22-08-2020,61,0,109,0,0,315,502,8,725,0,0,1679,502,8,725,0,0,1679
AN,23-08-2020,52,1,110,0,0,390,461,5,737,0,0,2049,461,5,737,0,0,2049
AN,24-08-2020,44,2,129,0,0,235,459,6,767,0,0,1841,459,6,767,0,0,1841
AN,25-08-2020,41,2,139,0,0,569,416,7,810,0,0,2145,416,7,810,0,0,2145
AN,26-08-2020,40,4,78,0,0,564,381,11,780,0,0,2343,381,11,780,0,0,2343
AN,27-08-2020,33,1,65,0,0,184,338,11,736,0,0,2343,338,11,736,0,0,2343
AN,28-08-2020,32,0,70,0,0,270,303,10,700,0,0,2527,303,10,700,0,0,2527
AN,29-08-2020,31,2,75,0,0,307,273,12,666,0,0,2519,273,12,666,0,0,2519
AN,30-08-2020,23,1,67,0,0,267,244,12,623,0,0,2396,244,12,623,0,0,2396
AN,31-08-2020,28,1,61,0,0,811,228,11,555,0,0,2972,228,11,555,0,0,2972
AN,01-09-2020,28,0,67,0,0,1619,215,9,483,0,0,4022,215,9,483,0,0,4022
AN,02-09-2020,26,1,44,0,0,1032,201,6,449,0,0,4490,201,6,449,0,0,4490
AN,03-09-2020,37,1,65,0,0,939,205,6,449,0,0,5245,205,6,449,0,0,5245
AN,04-09-2020,34,1,40,0,0,750,207,7,419,0,0,5725,207,7,419,0,0,5725
AN,05-09-2020,35,1,41,0,0,749,211,6,385,0,0,6167,211,6,385,0,0,6167
AN,06-09-2020,40,0,47,0,0,631,228,5,365,0,0,6531,228,5,365,0,0,6531
AN,07-09-2020,27,0,46,0,0,790,227,4,350,0,0,6510,227,4,350,0,0,6510
AN,08-09-2020,33,0,38,0,0,1044,232,4,321,0,0,5935,232,4,321,0,0,5935
AN,09-09-2020,34,1,43,0,0,737,240,4,320,0,0,5640,240,4,320,0,0,5640
AN,10-09-2020,39,0,43,0,0,1016,242,3,298,0,0,5717,242,3,298,0,0,5717
AN,11-09-2020,29,0,36,0,0,888,237,2,294,0,0,5855,237,2,294,0,0,5855
AN,12-09-2020,27,0,45,0,0,890,229,1,298,0,0,5996,229,1,298,0,0,5996
AN,13-09-2020,25,0,41,0,0,709,214,1,292,0,0,6074,214,1,292,0,0,6074
AN,14-09-2020,11,1,35,0,0,708,198,2,281,0,0,5992,198,2,281,0,0,5992
AN,15-09-2020,17,0,40,0,0,836,182,2,283,0,0,5784,182,2,283,0,0,5784
AN,16-09-2020,19,0,27,0,0,971,167,1,267,0,0,6018,167,1,267,0,0,6018
AN,17-09-2020,11,0,33,0,0,1067,139,1,257,0,0,6069,139,1,257,0,0,6069
AN,18-09-2020,27,0,36,0,0,1174,137,1,257,0,0,6355,137,1,257,0,0,6355
AN,19-09-2020,13,0,22,0,0,646,123,1,234,0,0,6111,123,1,234,0,0,6111
AN,20-09-2020,7,0,15,0,0,581,105,1,208,0,0,5983,105,1,208,0,0,5983
AN,21-09-2020,22,0,18,0,0,958,116,0,191,0,0,6233,116,0,191,0,0,6233
AN,22-09-2020,18,0,10,0,0,625,117,0,161,0,0,6022,117,0,161,0,0,6022
AN,23-09-2020,21,0,15,0,0,746,119,0,149,0,0,5797,119,0,149,0,0,5797
AN,24-09-2020,32,0,9,0,0,-599,140,0,125,0,0,4131,140,0,125,0,0,4131
AN,25-09-2020,15,0,25,0,0,2177,128,0,114,0,0,5134,128,0,114,0,0,5134
AN,26-09-2020,15,0,23,0,0,890,130,0,115,0,0,5378,130,0,115,0,0,5378
AN,27-09-2020,20,1,2,0,0,602,143,1,102,0,0,5399,143,1,102,0,0,5399
AN,28-09-2020,9,0,29,0,0,682,130,1,113,0,0,5123,130,1,113,0,0,5123
AN,29-09-2020,18,0,5,0,0,792,130,1,108,0,0,5290,130,1,108,0,0,5290
AN,30-09-2020,14,0,21,0,0,628,123,1,114,0,0,5172,123,1,114,0,0,5172
AN,01-10-2020,13,0,15,0,0,913,104,1,120,0,0,6684,104,1,120,0,0,6684
AN,02-10-2020,10,0,8,0,0,761,99,1,103,0,0,5268,99,1,103,0,0,5268
AN,03-10-2020,10,0,11,0,0,794,94,1,91,0,0,5172,94,1,91,0,0,5172
AN,04-10-2020,16,0,7,0,0,872,90,0,96,0,0,5442,90,0,96,0,0,5442
AN,05-10-2020,15,1,10,0,0,906,96,1,77,0,0,5666,96,1,77,0,0,5666
AN,06-10-2020,13,0,19,0,0,781,91,1,91,0,0,5655,91,1,91,0,0,5655
AN,07-10-2020,23,0,18,0,0,1321,100,1,88,0,0,6348,100,1,88,0,0,6348
AN,08-10-2020,17,1,11,0,0,1133,104,2,84,0,0,6568,104,2,84,0,0,6568
AN,09-10-2020,24,0,17,0,0,1088,118,2,93,0,0,6895,118,2,93,0,0,6895
AN,10-10-2020,16,0,20,0,0,1132,124,2,102,0,0,7233,124,2,102,0,0,7233
AN,11-10-2020,13,0,20,0,0,682,121,2,115,0,0,7043,121,2,115,0,0,7043
AN,12-10-2020,18,0,6,0,0,786,124,1,111,0,0,6923,124,1,111,0,0,6923
AN,13-10-2020,13,0,12,0,0,848,124,1,104,0,0,6990,124,1,104,0,0,6990
AN,14-10-2020,10,0,14,0,0,844,111,1,100,0,0,6513,111,1,100,0,0,6513
AN,15-10-2020,16,0,21,0,0,901,110,0,110,0,0,6281,110,0,110,0,0,6281
AN,16-10-2020,10,1,14,0,0,838,96,1,107,0,0,6031,96,1,107,0,0,6031
AN,17-10-2020,11,0,17,0,0,914,91,1,104,0,0,5813,91,1,104,0,0,5813
AN,18-10-2020,25,0,20,0,0,753,103,1,104,0,0,5884,103,1,104,0,0,5884
AN,19-10-2020,18,0,24,0,0,947,103,1,122,0,0,6045,103,1,122,0,0,6045
AN,20-10-2020,15,0,10,0,0,1223,105,1,120,0,0,6420,105,1,120,0,0,6420
AN,21-10-2020,27,0,11,0,0,1103,122,1,117,0,0,6679,122,1,117,0,0,6679
AN,22-10-2020,16,1,24,0,0,998,122,2,120,0,0,6776,122,2,120,0,0,6776
AN,23-10-2020,23,1,8,0,0,1467,135,2,114,0,0,7405,135,2,114,0,0,7405
AN,24-10-2020,18,0,23,0,0,1112,142,2,120,0,0,7603,142,2,120,0,0,7603
AN,25-10-2020,20,0,15,0,0,746,137,2,115,0,0,7596,137,2,115,0,0,7596
AN,26-10-2020,8,0,14,0,0,489,127,2,105,0,0,7138,127,2,105,0,0,7138
AN,27-10-2020,21,0,22,0,0,1193,133,2,117,0,0,7108,133,2,117,0,0,7108
AN,28-10-2020,15,0,20,0,0,1070,121,2,126,0,0,7075,121,2,126,0,0,7075
AN,29-10-2020,16,1,15,0,0,1337,121,2,117,0,0,7414,121,2,117,0,0,7414
AN,30-10-2020,12,0,22,0,0,1074,110,1,131,0,0,7021,110,1,131,0,0,7021
AN,31-10-2020,15,0,24,0,0,664,107,1,132,0,0,6573,107,1,132,0,0,6573
AN,01-11-2020,8,1,12,0,0,1106,95,2,129,0,0,6933,95,2,129,0,0,6933
AN,02-11-2020,12,0,20,0,0,1342,99,2,135,0,0,7786,99,2,135,0,0,7786
AN,03-11-2020,20,0,21,0,0,1348,98,2,134,0,0,7941,98,2,134,0,0,7941
AN,04-11-2020,17,0,10,0,0,1157,100,2,124,0,0,8028,100,2,124,0,0,8028
AN,05-11-2020,14,0,12,0,0,1233,98,1,121,0,0,7924,98,1,121,0,0,7924
AN,06-11-2020,17,0,19,0,0,1575,103,1,118,0,0,8425,103,1,118,0,0,8425
AN,07-11-2020,21,0,12,0,0,1389,109,1,106,0,0,9150,109,1,106,0,0,9150
AN,08-11-2020,9,0,15,0,0,1209,110,0,109,0,0,9253,110,0,109,0,0,9253
AN,09-11-2020,13,0,18,0,0,1213,111,0,107,0,0,9124,111,0,107,0,0,9124
AN,10-11-2020,14,0,16,0,0,1201,105,0,102,0,0,8977,105,0,102,0,0,8977
AN,11-11-2020,17,0,12,0,0,1207,105,0,104,0,0,9027,105,0,104,0,0,9027
AN,12-11-2020,13,1,15,0,0,1166,104,1,107,0,0,8960,104,1,107,0,0,8960
AN,13-11-2020,11,0,22,0,0,1186,98,1,110,0,0,8571,98,1,110,0,0,8571
AN,14-11-2020,9,0,11,0,0,914,86,1,109,0,0,8096,86,1,109,0,0,8096
AN,15-11-2020,9,0,15,0,0,1035,86,1,109,0,0,7922,86,1,109,0,0,7922
AN,16-11-2020,21,0,16,0,0,1346,94,1,107,0,0,8055,94,1,107,0,0,8055
AN,17-11-2020,17,0,17,0,0,1566,97,1,108,0,0,8420,97,1,108,0,0,8420
AN,18-11-2020,19,0,15,0,0,1520,99,1,111,0,0,8733,99,1,111,0,0,8733
AN,19-11-2020,11,0,20,0,0,1626,97,0,116,0,0,9193,97,0,116,0,0,9193
AN,20-11-2020,13,0,10,0,0,1600,99,0,104,0,0,9607,99,0,104,0,0,9607
AN,21-11-2020,14,0,20,0,0,1576,104,0,113,0,0,10269,104,0,113,0,0,10269
AN,22-11-2020,10,0,12,0,0,1125,105,0,110,0,0,10359,105,0,110,0,0,10359
AN,23-11-2020,15,0,13,0,0,1561,99,0,107,0,0,10574,99,0,107,0,0,10574
AN,24-11-2020,11,0,11,0,0,1670,93,0,101,0,0,10678,93,0,101,0,0,10678
AN,25-11-2020,10,0,15,0,0,1607,84,0,101,0,0,10765,84,0,101,0,0,10765
AN,26-11-2020,5,0,12,0,0,1234,78,0,93,0,0,10373,78,0,93,0,0,10373
AN,27-11-2020,7,0,17,0,0,1667,72,0,100,0,0,10440,72,0,100,0,0,10440
AN,28-11-2020,9,0,10,0,0,1499,67,0,90,0,0,10363,67,0,90,0,0,10363
AN,29-11-2020,6,0,19,0,0,1581,63,0,97,0,0,10819,63,0,97,0,0,10819
AN,30-11-2020,6,0,13,0,0,1477,54,0,97,0,0,10735,54,0,97,0,0,10735
AN,01-12-2020,8,0,16,0,0,1691,51,0,102,0,0,10756,51,0,102,0,0,10756
AN,02-12-2020,5,0,17,0,0,1704,46,0,104,0,0,10853,46,0,104,0,0,10853
AN,03-12-2020,6,0,14,0,0,1571,47,0,106,0,0,11190,47,0,106,0,0,11190
AN,04-12-2020,13,0,14,0,0,1597,53,0,103,0,0,11120,53,0,103,0,0,11120
AN,05-12-2020,5,0,5,0,0,1696,49,0,98,0,0,11317,49,0,98,0,0,11317
AN,06-12-2020,11,0,8,0,0,1678,54,0,87,0,0,11414,54,0,87,0,0,11414
AN,07-12-2020,15,0,7,0,0,1635,63,0,81,0,0,11572,63,0,81,0,0,11572
AN,08-12-2020,5,0,16,0,0,1706,60,0,81,0,0,11587,60,0,81,0,0,11587
AN,09-12-2020,5,0,0,0,0,1734,60,0,64,0,0,11617,60,0,64,0,0,11617
AN,10-12-2020,8,0,5,0,0,1742,62,0,55,0,0,11788,62,0,55,0,0,11788
AN,11-12-2020,7,0,7,0,0,1663,56,0,48,0,0,11854,56,0,48,0,0,11854
AN,12-12-2020,7,0,6,0,0,2120,58,0,49,0,0,12278,58,0,49,0,0,12278
AN,13-12-2020,13,0,8,0,0,2078,60,0,49,0,0,12678,60,0,49,0,0,12678
AN,14-12-2020,16,0,8,0,0,1681,61,0,50,0,0,12724,61,0,50,0,0,12724
AN,15-12-2020,8,0,7,0,0,1769,64,0,41,0,0,12787,64,0,41,0,0,12787
AN,16-12-2020,8,0,10,0,0,1788,67,0,51,0,0,12841,67,0,51,0,0,12841
AN,17-12-2020,10,0,9,0,0,1785,69,0,55,0,0,12884,69,0,55,0,0,12884
AN,18-12-2020,9,0,5,0,0,1829,71,0,53,0,0,13050,71,0,53,0,0,13050
AN,19-12-2020,6,0,7,0,0,1965,70,0,54,0,0,12895,70,0,54,0,0,12895
AN,20-12-2020,6,0,13,0,0,2203,63,0,59,0,0,13020,63,0,59,0,0,13020
AN,21-12-2020,7,1,8,0,0,1821,54,1,59,0,0,13160,54,1,59,0,0,13160
AN,22-12-2020,5,0,9,0,0,1924,51,1,61,0,0,13315,51,1,61,0,0,13315
AN,23-12-2020,3,0,12,0,0,1897,46,1,63,0,0,13424,46,1,63,0,0,13424
AN,24-12-2020,5,0,14,0,0,2090,41,1,68,0,0,13729,41,1,68,0,0,13729
AN,25-12-2020,11,0,6,0,0,1726,43,1,69,0,0,13626,43,1,69,0,0,13626
AN,26-12-2020,0,0,8,0,0,1096,37,1,70,0,0,12757,37,1,70,0,0,12757
AN,27-12-2020,12,0,9,0,0,1320,43,1,66,0,0,11874,43,1,66,0,0,11874
AN,28-12-2020,5,0,5,0,0,1028,41,0,63,0,0,11081,41,0,63,0,0,11081
AN,29-12-2020,7,0,8,0,0,1518,43,0,62,0,0,10675,43,0,62,0,0,10675
AN,30-12-2020,5,0,9,0,0,1182,45,0,59,0,0,9960,45,0,59,0,0,9960
AN,31-12-2020,4,0,6,0,0,1014,44,0,51,0,0,8884,44,0,51,0,0,8884
AN,01-01-2021,1,0,4,0,0,991,34,0,49,0,0,8149,34,0,49,0,0,8149
AN,02-01-2021,1,0,7,0,0,1094,35,0,48,0,0,8147,35,0,48,0,0,8147
AN,03-01-2021,1,0,9,0,0,1230,24,0,48,0,0,8057,24,0,48,0,0,8057
AN,04-01-2021,0,0,2,0,0,1185,19,0,45,0,0,8214,19,0,45,0,0,8214
AN,05-01-2021,1,0,8,0,0,975,13,0,45,0,0,7671,13,0,45,0,0,7671
AN,06-01-2021,0,0,3,0,0,1236,8,0,39,0,0,7725,8,0,39,0,0,7725
AN,07-01-2021,9,0,5,0,0,1680,13,0,38,0,0,8391,13,0,38,0,0,8391
